STATISTIC Label,Year,Quarter,County,UNIT,VALUE
New Dwelling Completion,2014,Q3,Leitrim,Number,8
New Dwelling Completion,2014,Q3,Laois,Number,15
New Dwelling Completion,2014,Q3,Meath,Number,61
New Dwelling Completion,2014,Q3,Monaghan,Number,21
New Dwelling Completion,2014,Q3,Mayo,Number,45
New Dwelling Completion,2014,Q3,Offaly,Number,22
New Dwelling Completion,2014,Q3,Roscommon,Number,17
New Dwelling Completion,2014,Q3,South Dublin,Number,60
New Dwelling Completion,2014,Q3,Sligo,Number,12
New Dwelling Completion,2014,Q3,Tipperary,Number,34
New Dwelling Completion,2014,Q3,Waterford City &,Number,12
New Dwelling Completion,2014,Q3,Westmeath,Number,15
New Dwelling Completion,2014,Q3,Wicklow,Number,36
New Dwelling Completion,2014,Q3,Wexford,Number,51
New Dwelling Completion,2014,Q4,Ireland,Number,1702
New Dwelling Completion,2014,Q4,Cork City,Number,20
New Dwelling Completion,2014,Q4,Clare,Number,44
New Dwelling Completion,2014,Q4,Cavan,Number,32
New Dwelling Completion,2014,Q4,Cork,Number,157
New Dwelling Completion,2014,Q4,Carlow,Number,12
New Dwelling Completion,2014,Q4,Dublin City,Number,102
New Dwelling Completion,2014,Q4,Dún Laoghaire Rathdown,Number,184
New Dwelling Completion,2014,Q4,Donegal,Number,76
New Dwelling Completion,2014,Q4,Fingal,Number,178
New Dwelling Completion,2014,Q4,Galway,Number,67
New Dwelling Completion,2014,Q4,Galway City,Number,11
New Dwelling Completion,2014,Q4,Kildare,Number,102
New Dwelling Completion,2014,Q4,Kilkenny,Number,36
New Dwelling Completion,2014,Q4,Kerry,Number,52
New Dwelling Completion,2014,Q4,Longford,Number,14
New Dwelling Completion,2014,Q4,Louth,Number,44
New Dwelling Completion,2014,Q4,Limerick City &,Number,28
New Dwelling Completion,2014,Q4,Leitrim,Number,14
New Dwelling Completion,2014,Q4,Laois,Number,25
New Dwelling Completion,2014,Q4,Meath,Number,71
New Dwelling Completion,2014,Q4,Monaghan,Number,23
New Dwelling Completion,2014,Q4,Mayo,Number,51
New Dwelling Completion,2014,Q4,Offaly,Number,20
New Dwelling Completion,2014,Q4,Roscommon,Number,23
New Dwelling Completion,2014,Q4,South Dublin,Number,70
New Dwelling Completion,2014,Q4,Sligo,Number,18
New Dwelling Completion,2014,Q4,Tipperary,Number,38
New Dwelling Completion,2014,Q4,Waterford City &,Number,34
New Dwelling Completion,2014,Q4,Westmeath,Number,34
New Dwelling Completion,2014,Q4,Wicklow,Number,54
New Dwelling Completion,2014,Q4,Wexford,Number,68
New Dwelling Completion,2015,Q1,Ireland,Number,1371
New Dwelling Completion,2015,Q1,Cork City,Number,30
New Dwelling Completion,2015,Q1,Clare,Number,22
New Dwelling Completion,2015,Q1,Cavan,Number,17
New Dwelling Completion,2015,Q1,Cork,Number,108
New Dwelling Completion,2015,Q1,Carlow,Number,17
New Dwelling Completion,2015,Q1,Dublin City,Number,132
New Dwelling Completion,2015,Q1,Dún Laoghaire Rathdown,Number,63
New Dwelling Completion,2015,Q1,Donegal,Number,51
New Dwelling Completion,2015,Q1,Fingal,Number,180
New Dwelling Completion,2015,Q1,Galway,Number,63
New Dwelling Completion,2015,Q1,Galway City,Number,10
New Dwelling Completion,2015,Q1,Kildare,Number,107
New Dwelling Completion,2015,Q1,Kilkenny,Number,18
New Dwelling Completion,2015,Q1,Kerry,Number,30
New Dwelling Completion,2015,Q1,Longford,Number,6
New Dwelling Completion,2015,Q1,Louth,Number,67
New Dwelling Completion,2015,Q1,Limerick City &,Number,36
New Dwelling Completion,2015,Q1,Leitrim,Number,11
New Dwelling Completion,2015,Q1,Laois,Number,16
New Dwelling Completion,2015,Q1,Meath,Number,53
New Dwelling Completion,2015,Q1,Monaghan,Number,21
New Dwelling Completion,2015,Q1,Mayo,Number,36
New Dwelling Completion,2015,Q1,Offaly,Number,17
New Dwelling Completion,2015,Q1,Roscommon,Number,10
New Dwelling Completion,2015,Q1,South Dublin,Number,70
New Dwelling Completion,2015,Q1,Sligo,Number,16
New Dwelling Completion,2015,Q1,Tipperary,Number,36
New Dwelling Completion,2015,Q1,Waterford City &,Number,17
New Dwelling Completion,2015,Q1,Westmeath,Number,11
New Dwelling Completion,2015,Q1,Wicklow,Number,51
New Dwelling Completion,2015,Q1,Wexford,Number,49
New Dwelling Completion,2015,Q2,Ireland,Number,1570
New Dwelling Completion,2015,Q2,Cork City,Number,36
New Dwelling Completion,2015,Q2,Clare,Number,39
New Dwelling Completion,2015,Q2,Cavan,Number,12
New Dwelling Completion,2015,Q2,Cork,Number,141
New Dwelling Completion,2015,Q2,Carlow,Number,15
New Dwelling Completion,2015,Q2,Dublin City,Number,95
New Dwelling Completion,2015,Q2,Dún Laoghaire Rathdown,Number,54
New Dwelling Completion,2015,Q2,Donegal,Number,67
New Dwelling Completion,2015,Q2,Fingal,Number,239
New Dwelling Completion,2015,Q2,Galway,Number,74
New Dwelling Completion,2015,Q2,Galway City,Number,15
New Dwelling Completion,2015,Q2,Kildare,Number,145
New Dwelling Completion,2015,Q2,Kilkenny,Number,23
New Dwelling Completion,2015,Q2,Kerry,Number,40
New Dwelling Completion,2015,Q2,Longford,Number,19
New Dwelling Completion,2015,Q2,Louth,Number,27
New Dwelling Completion,2015,Q2,Limerick City &,Number,33
New Dwelling Completion,2015,Q2,Leitrim,Number,10
New Dwelling Completion,2015,Q2,Laois,Number,21
New Dwelling Completion,2015,Q2,Meath,Number,78
New Dwelling Completion,2015,Q2,Monaghan,Number,26
New Dwelling Completion,2015,Q2,Mayo,Number,44
New Dwelling Completion,2015,Q2,Offaly,Number,21
New Dwelling Completion,2015,Q2,Roscommon,Number,24
New Dwelling Completion,2015,Q2,South Dublin,Number,50
New Dwelling Completion,2015,Q2,Sligo,Number,9
New Dwelling Completion,2015,Q2,Tipperary,Number,38
New Dwelling Completion,2015,Q2,Waterford City &,Number,42
New Dwelling Completion,2015,Q2,Westmeath,Number,20
New Dwelling Completion,2015,Q2,Wicklow,Number,60
New Dwelling Completion,2015,Q2,Wexford,Number,53
New Dwelling Completion,2015,Q3,Ireland,Number,2033
New Dwelling Completion,2015,Q3,Cork City,Number,33
New Dwelling Completion,2015,Q3,Clare,Number,34
New Dwelling Completion,2015,Q3,Cavan,Number,24
New Dwelling Completion,2015,Q3,Cork,Number,162
New Dwelling Completion,2015,Q3,Carlow,Number,34
New Dwelling Completion,2015,Q3,Dublin City,Number,112
New Dwelling Completion,2015,Q3,Dún Laoghaire Rathdown,Number,92
New Dwelling Completion,2015,Q3,Donegal,Number,58
New Dwelling Completion,2015,Q3,Fingal,Number,263
New Dwelling Completion,2015,Q3,Galway,Number,99
New Dwelling Completion,2015,Q3,Galway City,Number,14
New Dwelling Completion,2015,Q3,Kildare,Number,163
New Dwelling Completion,2015,Q3,Kilkenny,Number,33
New Dwelling Completion,2015,Q3,Kerry,Number,57
New Dwelling Completion,2015,Q3,Longford,Number,13
New Dwelling Completion,2015,Q3,Louth,Number,30
New Dwelling Completion,2015,Q3,Limerick City &,Number,64
New Dwelling Completion,2015,Q3,Leitrim,Number,17
New Dwelling Completion,2015,Q3,Laois,Number,25
New Dwelling Completion,2015,Q3,Meath,Number,88
New Dwelling Completion,2015,Q3,Monaghan,Number,28
New Dwelling Completion,2015,Q3,Mayo,Number,65
New Dwelling Completion,2015,Q3,Offaly,Number,54
New Dwelling Completion,2015,Q3,Roscommon,Number,20
New Dwelling Completion,2015,Q3,South Dublin,Number,96
New Dwelling Completion,2015,Q3,Sligo,Number,22
New Dwelling Completion,2015,Q3,Tipperary,Number,44
New Dwelling Completion,2015,Q3,Waterford City &,Number,94
New Dwelling Completion,2015,Q3,Westmeath,Number,26
New Dwelling Completion,2015,Q3,Wicklow,Number,102
New Dwelling Completion,2015,Q3,Wexford,Number,67
New Dwelling Completion,2015,Q4,Ireland,Number,2245
New Dwelling Completion,2015,Q4,Cork City,Number,93
New Dwelling Completion,2015,Q4,Clare,Number,51
New Dwelling Completion,2015,Q4,Cavan,Number,38
New Dwelling Completion,2015,Q4,Cork,Number,175
New Dwelling Completion,2015,Q4,Carlow,Number,33
New Dwelling Completion,2015,Q4,Dublin City,Number,146
New Dwelling Completion,2015,Q4,Dún Laoghaire Rathdown,Number,86
New Dwelling Completion,2015,Q4,Donegal,Number,69
New Dwelling Completion,2015,Q4,Fingal,Number,349
New Dwelling Completion,2015,Q4,Galway,Number,102
New Dwelling Completion,2015,Q4,Galway City,Number,12
New Dwelling Completion,2015,Q4,Kildare,Number,162
New Dwelling Completion,2015,Q4,Kilkenny,Number,36
New Dwelling Completion,2015,Q4,Kerry,Number,65
New Dwelling Completion,2015,Q4,Longford,Number,12
New Dwelling Completion,2015,Q4,Louth,Number,47
New Dwelling Completion,2015,Q4,Limerick City &,Number,79
New Dwelling Completion,2015,Q4,Leitrim,Number,17
New Dwelling Completion,2015,Q4,Laois,Number,22
New Dwelling Completion,2015,Q4,Meath,Number,106
New Dwelling Completion,2015,Q4,Monaghan,Number,44
New Dwelling Completion,2015,Q4,Mayo,Number,51
New Dwelling Completion,2015,Q4,Offaly,Number,20
New Dwelling Completion,2015,Q4,Roscommon,Number,16
New Dwelling Completion,2015,Q4,South Dublin,Number,90
New Dwelling Completion,2015,Q4,Sligo,Number,27
New Dwelling Completion,2015,Q4,Tipperary,Number,53
New Dwelling Completion,2015,Q4,Waterford City &,Number,44
New Dwelling Completion,2015,Q4,Westmeath,Number,28
New Dwelling Completion,2015,Q4,Wicklow,Number,80
New Dwelling Completion,2015,Q4,Wexford,Number,92
New Dwelling Completion,2016,Q1,Ireland,Number,1939
New Dwelling Completion,2016,Q1,Cork City,Number,67
New Dwelling Completion,2016,Q1,Clare,Number,37
New Dwelling Completion,2016,Q1,Cavan,Number,20
New Dwelling Completion,2016,Q1,Cork,Number,129
New Dwelling Completion,2016,Q1,Carlow,Number,15
New Dwelling Completion,2016,Q1,Dublin City,Number,176
New Dwelling Completion,2016,Q1,Dún Laoghaire Rathdown,Number,276
New Dwelling Completion,2016,Q1,Donegal,Number,57
New Dwelling Completion,2016,Q1,Fingal,Number,277
New Dwelling Completion,2016,Q1,Galway,Number,78
New Dwelling Completion,2016,Q1,Galway City,Number,19
New Dwelling Completion,2016,Q1,Kildare,Number,119
New Dwelling Completion,2016,Q1,Kilkenny,Number,22
New Dwelling Completion,2016,Q1,Kerry,Number,42
New Dwelling Completion,2016,Q1,Longford,Number,15
New Dwelling Completion,2016,Q1,Louth,Number,38
New Dwelling Completion,2016,Q1,Limerick City &,Number,58
New Dwelling Completion,2016,Q1,Leitrim,Number,9
New Dwelling Completion,2016,Q1,Laois,Number,25
New Dwelling Completion,2016,Q1,Meath,Number,88
New Dwelling Completion,2016,Q1,Monaghan,Number,19
New Dwelling Completion,2016,Q1,Mayo,Number,40
New Dwelling Completion,2016,Q1,Offaly,Number,18
New Dwelling Completion,2016,Q1,Roscommon,Number,14
New Dwelling Completion,2016,Q1,South Dublin,Number,62
New Dwelling Completion,2016,Q1,Sligo,Number,13
New Dwelling Completion,2016,Q1,Tipperary,Number,34
New Dwelling Completion,2016,Q1,Waterford City &,Number,37
New Dwelling Completion,2016,Q1,Westmeath,Number,24
New Dwelling Completion,2016,Q1,Wicklow,Number,54
New Dwelling Completion,2016,Q1,Wexford,Number,57
New Dwelling Completion,2016,Q2,Ireland,Number,2371
New Dwelling Completion,2016,Q2,Cork City,Number,67
New Dwelling Completion,2016,Q2,Clare,Number,48
New Dwelling Completion,2016,Q2,Cavan,Number,47
New Dwelling Completion,2016,Q2,Cork,Number,161
New Dwelling Completion,2016,Q2,Carlow,Number,18
New Dwelling Completion,2016,Q2,Dublin City,Number,234
New Dwelling Completion,2016,Q2,Dún Laoghaire Rathdown,Number,153
New Dwelling Completion,2016,Q2,Donegal,Number,82
New Dwelling Completion,2016,Q2,Fingal,Number,367
New Dwelling Completion,2016,Q2,Galway,Number,107
New Dwelling Completion,2016,Q2,Galway City,Number,27
New Dwelling Completion,2016,Q2,Kildare,Number,153
New Dwelling Completion,2016,Q2,Kilkenny,Number,38
New Dwelling Completion,2016,Q2,Kerry,Number,67
New Dwelling Completion,2016,Q2,Longford,Number,15
New Dwelling Completion,2016,Q2,Louth,Number,58
New Dwelling Completion,2016,Q2,Limerick City &,Number,63
New Dwelling Completion,2016,Q2,Leitrim,Number,18
New Dwelling Completion,2016,Q2,Laois,Number,27
New Dwelling Completion,2016,Q2,Meath,Number,143
New Dwelling Completion,2016,Q2,Monaghan,Number,20
New Dwelling Completion,2016,Q2,Mayo,Number,49
New Dwelling Completion,2016,Q2,Offaly,Number,18
New Dwelling Completion,2016,Q2,Roscommon,Number,27
New Dwelling Completion,2016,Q2,South Dublin,Number,87
New Dwelling Completion,2016,Q2,Sligo,Number,21
New Dwelling Completion,2016,Q2,Tipperary,Number,43
New Dwelling Completion,2016,Q2,Waterford City &,Number,30
New Dwelling Completion,2016,Q2,Westmeath,Number,21
New Dwelling Completion,2016,Q2,Wicklow,Number,80
New Dwelling Completion,2016,Q2,Wexford,Number,82
New Dwelling Completion,2016,Q3,Ireland,Number,2453
New Dwelling Completion,2016,Q3,Cork City,Number,54
New Dwelling Completion,2016,Q3,Clare,Number,55
New Dwelling Completion,2016,Q3,Cavan,Number,43
New Dwelling Completion,2016,Q3,Cork,Number,197
New Dwelling Completion,2016,Q3,Carlow,Number,24
New Dwelling Completion,2016,Q3,Dublin City,Number,251
New Dwelling Completion,2016,Q3,Dún Laoghaire Rathdown,Number,222
New Dwelling Completion,2016,Q3,Donegal,Number,74
New Dwelling Completion,2016,Q3,Fingal,Number,233
New Dwelling Completion,2016,Q3,Galway,Number,103
New Dwelling Completion,2016,Q3,Galway City,Number,37
New Dwelling Completion,2016,Q3,Kildare,Number,141
New Dwelling Completion,2016,Q3,Kilkenny,Number,47
New Dwelling Completion,2016,Q3,Kerry,Number,77
New Dwelling Completion,2016,Q3,Longford,Number,13
New Dwelling Completion,2016,Q3,Louth,Number,39
New Dwelling Completion,2016,Q3,Limerick City &,Number,58
New Dwelling Completion,2016,Q3,Leitrim,Number,14
New Dwelling Completion,2016,Q3,Laois,Number,21
New Dwelling Completion,2016,Q3,Meath,Number,188
New Dwelling Completion,2016,Q3,Monaghan,Number,21
New Dwelling Completion,2016,Q3,Mayo,Number,67
New Dwelling Completion,2016,Q3,Offaly,Number,19
New Dwelling Completion,2016,Q3,Roscommon,Number,24
New Dwelling Completion,2016,Q3,South Dublin,Number,130
New Dwelling Completion,2016,Q3,Sligo,Number,31
New Dwelling Completion,2016,Q3,Tipperary,Number,47
New Dwelling Completion,2016,Q3,Waterford City &,Number,51
New Dwelling Completion,2016,Q3,Westmeath,Number,29
New Dwelling Completion,2016,Q3,Wicklow,Number,87
New Dwelling Completion,2016,Q3,Wexford,Number,56
New Dwelling Completion,2016,Q4,Ireland,Number,2974
New Dwelling Completion,2016,Q4,Cork City,Number,86
New Dwelling Completion,2016,Q4,Clare,Number,85
New Dwelling Completion,2016,Q4,Cavan,Number,35
New Dwelling Completion,2016,Q4,Cork,Number,181
New Dwelling Completion,2016,Q4,Carlow,Number,26
New Dwelling Completion,2016,Q4,Dublin City,Number,223
New Dwelling Completion,2016,Q4,Dún Laoghaire Rathdown,Number,318
New Dwelling Completion,2016,Q4,Donegal,Number,73
New Dwelling Completion,2016,Q4,Fingal,Number,355
New Dwelling Completion,2016,Q4,Galway,Number,101
New Dwelling Completion,2016,Q4,Galway City,Number,30
New Dwelling Completion,2016,Q4,Kildare,Number,219
New Dwelling Completion,2016,Q4,Kilkenny,Number,47
New Dwelling Completion,2016,Q4,Kerry,Number,62
New Dwelling Completion,2016,Q4,Longford,Number,16
New Dwelling Completion,2016,Q4,Louth,Number,65
New Dwelling Completion,2016,Q4,Limerick City &,Number,86
New Dwelling Completion,2016,Q4,Leitrim,Number,17
New Dwelling Completion,2016,Q4,Laois,Number,27
New Dwelling Completion,2016,Q4,Meath,Number,182
New Dwelling Completion,2016,Q4,Monaghan,Number,28
New Dwelling Completion,2016,Q4,Mayo,Number,91
New Dwelling Completion,2016,Q4,Offaly,Number,30
New Dwelling Completion,2016,Q4,Roscommon,Number,17
New Dwelling Completion,2016,Q4,South Dublin,Number,192
New Dwelling Completion,2016,Q4,Sligo,Number,22
New Dwelling Completion,2016,Q4,Tipperary,Number,34
New Dwelling Completion,2016,Q4,Waterford City &,Number,97
New Dwelling Completion,2016,Q4,Westmeath,Number,30
New Dwelling Completion,2016,Q4,Wicklow,Number,132
New Dwelling Completion,2016,Q4,Wexford,Number,67
New Dwelling Completion,2017,Q1,Ireland,Number,2744
New Dwelling Completion,2017,Q1,Cork City,Number,95
New Dwelling Completion,2017,Q1,Clare,Number,58
New Dwelling Completion,2017,Q1,Cavan,Number,35
New Dwelling Completion,2017,Q1,Cork,Number,186
New Dwelling Completion,2017,Q1,Carlow,Number,16
New Dwelling Completion,2017,Q1,Dublin City,Number,220
New Dwelling Completion,2017,Q1,Dún Laoghaire Rathdown,Number,374
New Dwelling Completion,2017,Q1,Donegal,Number,75
New Dwelling Completion,2017,Q1,Fingal,Number,291
New Dwelling Completion,2017,Q1,Galway,Number,111
New Dwelling Completion,2017,Q1,Galway City,Number,36
New Dwelling Completion,2017,Q1,Kildare,Number,193
New Dwelling Completion,2017,Q1,Kilkenny,Number,43
New Dwelling Completion,2017,Q1,Kerry,Number,54
New Dwelling Completion,2017,Q1,Longford,Number,9
New Dwelling Completion,2017,Q1,Louth,Number,75
New Dwelling Completion,2017,Q1,Limerick City &,Number,77
New Dwelling Completion,2017,Q1,Leitrim,Number,13
New Dwelling Completion,2017,Q1,Laois,Number,28
New Dwelling Completion,2017,Q1,Meath,Number,176
New Dwelling Completion,2017,Q1,Monaghan,Number,22
New Dwelling Completion,2017,Q1,Mayo,Number,37
New Dwelling Completion,2017,Q1,Offaly,Number,31
New Dwelling Completion,2017,Q1,Roscommon,Number,17
New Dwelling Completion,2017,Q1,South Dublin,Number,149
New Dwelling Completion,2017,Q1,Sligo,Number,20
New Dwelling Completion,2017,Q1,Tipperary,Number,33
New Dwelling Completion,2017,Q1,Waterford City &,Number,59
New Dwelling Completion,2017,Q1,Westmeath,Number,22
New Dwelling Completion,2017,Q1,Wicklow,Number,100
New Dwelling Completion,2017,Q1,Wexford,Number,89
New Dwelling Completion,2017,Q2,Ireland,Number,3234
New Dwelling Completion,2017,Q2,Cork City,Number,76
New Dwelling Completion,2017,Q2,Clare,Number,49
New Dwelling Completion,2017,Q2,Cavan,Number,38
New Dwelling Completion,2017,Q2,Cork,Number,239
New Dwelling Completion,2017,Q2,Carlow,Number,26
New Dwelling Completion,2017,Q2,Dublin City,Number,319
New Dwelling Completion,2017,Q2,Dún Laoghaire Rathdown,Number,346
New Dwelling Completion,2017,Q2,Donegal,Number,94
New Dwelling Completion,2017,Q2,Fingal,Number,343
New Dwelling Completion,2017,Q2,Galway,Number,101
New Dwelling Completion,2017,Q2,Galway City,Number,39
New Dwelling Completion,2017,Q2,Kildare,Number,215
New Dwelling Completion,2017,Q2,Kilkenny,Number,38
New Dwelling Completion,2017,Q2,Kerry,Number,79
New Dwelling Completion,2017,Q2,Longford,Number,18
New Dwelling Completion,2017,Q2,Louth,Number,61
New Dwelling Completion,2017,Q2,Limerick City &,Number,87
New Dwelling Completion,2017,Q2,Leitrim,Number,22
New Dwelling Completion,2017,Q2,Laois,Number,26
New Dwelling Completion,2017,Q2,Meath,Number,229
New Dwelling Completion,2017,Q2,Monaghan,Number,37
New Dwelling Completion,2017,Q2,Mayo,Number,72
New Dwelling Completion,2017,Q2,Offaly,Number,34
New Dwelling Completion,2017,Q2,Roscommon,Number,18
New Dwelling Completion,2017,Q2,South Dublin,Number,248
New Dwelling Completion,2017,Q2,Sligo,Number,24
New Dwelling Completion,2017,Q2,Tipperary,Number,47
New Dwelling Completion,2017,Q2,Waterford City &,Number,72
New Dwelling Completion,2017,Q2,Westmeath,Number,29
New Dwelling Completion,2017,Q2,Wicklow,Number,127
New Dwelling Completion,2017,Q2,Wexford,Number,81
New Dwelling Completion,2017,Q3,Ireland,Number,3720
New Dwelling Completion,2017,Q3,Cork City,Number,88
New Dwelling Completion,2017,Q3,Clare,Number,84
New Dwelling Completion,2017,Q3,Cavan,Number,27
New Dwelling Completion,2017,Q3,Cork,Number,237
New Dwelling Completion,2017,Q3,Carlow,Number,29
New Dwelling Completion,2017,Q3,Dublin City,Number,527
New Dwelling Completion,2017,Q3,Dún Laoghaire Rathdown,Number,179
New Dwelling Completion,2017,Q3,Donegal,Number,95
New Dwelling Completion,2017,Q3,Fingal,Number,568
New Dwelling Completion,2017,Q3,Galway,Number,115
New Dwelling Completion,2017,Q3,Galway City,Number,42
New Dwelling Completion,2017,Q3,Kildare,Number,260
New Dwelling Completion,2017,Q3,Kilkenny,Number,56
New Dwelling Completion,2017,Q3,Kerry,Number,84
New Dwelling Completion,2017,Q3,Longford,Number,23
New Dwelling Completion,2017,Q3,Louth,Number,114
New Dwelling Completion,2017,Q3,Limerick City &,Number,95
New Dwelling Completion,2017,Q3,Leitrim,Number,23
New Dwelling Completion,2017,Q3,Laois,Number,24
New Dwelling Completion,2017,Q3,Meath,Number,281
New Dwelling Completion,2017,Q3,Monaghan,Number,40
New Dwelling Completion,2017,Q3,Mayo,Number,59
New Dwelling Completion,2017,Q3,Offaly,Number,36
New Dwelling Completion,2017,Q3,Roscommon,Number,25
New Dwelling Completion,2017,Q3,South Dublin,Number,235
New Dwelling Completion,2017,Q3,Sligo,Number,33
New Dwelling Completion,2017,Q3,Tipperary,Number,46
New Dwelling Completion,2017,Q3,Waterford City &,Number,52
New Dwelling Completion,2017,Q3,Westmeath,Number,41
New Dwelling Completion,2017,Q3,Wicklow,Number,116
New Dwelling Completion,2017,Q3,Wexford,Number,86
New Dwelling Completion,2017,Q4,Ireland,Number,4532
New Dwelling Completion,2017,Q4,Cork City,Number,140
New Dwelling Completion,2017,Q4,Clare,Number,61
New Dwelling Completion,2017,Q4,Cavan,Number,38
New Dwelling Completion,2017,Q4,Cork,Number,312
New Dwelling Completion,2017,Q4,Carlow,Number,27
New Dwelling Completion,2017,Q4,Dublin City,Number,485
New Dwelling Completion,2017,Q4,Dún Laoghaire Rathdown,Number,287
New Dwelling Completion,2017,Q4,Donegal,Number,99
New Dwelling Completion,2017,Q4,Fingal,Number,622
New Dwelling Completion,2017,Q4,Galway,Number,154
New Dwelling Completion,2017,Q4,Galway City,Number,31
New Dwelling Completion,2017,Q4,Kildare,Number,316
New Dwelling Completion,2017,Q4,Kilkenny,Number,58
New Dwelling Completion,2017,Q4,Kerry,Number,86
New Dwelling Completion,2017,Q4,Longford,Number,25
New Dwelling Completion,2017,Q4,Louth,Number,120
New Dwelling Completion,2017,Q4,Limerick City &,Number,209
New Dwelling Completion,2017,Q4,Leitrim,Number,18
New Dwelling Completion,2017,Q4,Laois,Number,39
New Dwelling Completion,2017,Q4,Meath,Number,404
New Dwelling Completion,2017,Q4,Monaghan,Number,49
New Dwelling Completion,2017,Q4,Mayo,Number,72
New Dwelling Completion,2017,Q4,Offaly,Number,32
New Dwelling Completion,2017,Q4,Roscommon,Number,41
New Dwelling Completion,2017,Q4,South Dublin,Number,347
New Dwelling Completion,2017,Q4,Sligo,Number,47
New Dwelling Completion,2017,Q4,Tipperary,Number,56
New Dwelling Completion,2017,Q4,Waterford City &,Number,95
New Dwelling Completion,2017,Q4,Westmeath,Number,40
New Dwelling Completion,2017,Q4,Wicklow,Number,136
New Dwelling Completion,2017,Q4,Wexford,Number,86
New Dwelling Completion,2018,Q1,Ireland,Number,3434
New Dwelling Completion,2018,Q1,Cork City,Number,120
New Dwelling Completion,2018,Q1,Clare,Number,55
New Dwelling Completion,2018,Q1,Cavan,Number,35
New Dwelling Completion,2018,Q1,Cork,Number,223
New Dwelling Completion,2018,Q1,Carlow,Number,47
New Dwelling Completion,2018,Q1,Dublin City,Number,328
New Dwelling Completion,2018,Q1,Dún Laoghaire Rathdown,Number,212
New Dwelling Completion,2018,Q1,Donegal,Number,86
New Dwelling Completion,2018,Q1,Fingal,Number,410
New Dwelling Completion,2018,Q1,Galway,Number,113
New Dwelling Completion,2018,Q1,Galway City,Number,31
New Dwelling Completion,2018,Q1,Kildare,Number,245
New Dwelling Completion,2018,Q1,Kilkenny,Number,29
New Dwelling Completion,2018,Q1,Kerry,Number,92
New Dwelling Completion,2018,Q1,Longford,Number,14
New Dwelling Completion,2018,Q1,Louth,Number,125
New Dwelling Completion,2018,Q1,Limerick City &,Number,125
New Dwelling Completion,2018,Q1,Leitrim,Number,14
New Dwelling Completion,2018,Q1,Laois,Number,34
New Dwelling Completion,2018,Q1,Meath,Number,292
New Dwelling Completion,2018,Q1,Monaghan,Number,25
New Dwelling Completion,2018,Q1,Mayo,Number,70
New Dwelling Completion,2018,Q1,Offaly,Number,26
New Dwelling Completion,2018,Q1,Roscommon,Number,31
New Dwelling Completion,2018,Q1,South Dublin,Number,242
New Dwelling Completion,2018,Q1,Sligo,Number,31
New Dwelling Completion,2018,Q1,Tipperary,Number,38
New Dwelling Completion,2018,Q1,Waterford City &,Number,67
New Dwelling Completion,2018,Q1,Westmeath,Number,33
New Dwelling Completion,2018,Q1,Wicklow,Number,138
New Dwelling Completion,2018,Q1,Wexford,Number,103
New Dwelling Completion,2018,Q2,Ireland,Number,4361
New Dwelling Completion,2018,Q2,Cork City,Number,116
New Dwelling Completion,2018,Q2,Clare,Number,54
